"city","country","pop2026","pop2025","popGrowth","latitude","longitude","isValidCity","slug"
"Halol","India",45741,,,22.5032,73.4724,false,
"Kharar","India",45691,,,30.7463,76.6469,false,
"Bhadrachalam","India",45656,,,17.6685,80.8889,false,
"Rampura","India",45639,,,30.256,75.2412,false,
"Mattanur","India",45521,,,11.9302,75.5715,false,
"Shertallai","India",45474,,,9.68581,76.34,false,
"Sironj","India",45455,,,24.1031,77.6906,false,
"Daund","India",45440,,,18.4652,74.5837,false,
"Parlakimidi","India",45379,,,18.7811,84.0884,false,
"Pujali","India",45379,,,22.4711,88.1453,false,
"Ashta","India",45365,,,23.0175,76.7221,false,
"Nandikotkur","India",45343,,,15.8567,78.2657,false,
"Khalilabad","India",45321,,,26.7727,83.0718,false,
"Chittaranjan","India",45305,,,23.8568,86.9032,false,
"Pathardih","India",45276,,,23.6658,86.4317,false,
"Dungarpur","India",45195,,,23.8431,73.7147,false,
"Mandla","India",45184,,,22.5988,80.3711,false,
"Forbesganj","India",45098,,,26.3025,87.2656,false,
"Harpanahalli","India",44977,,,14.7877,75.9886,false,
"Itanagar","India",44971,,,27.0869,93.6099,false,
"Gumla","India",44951,,,23.0427,84.5443,false,
"Ozar","India",44935,,,20.0947,73.9282,false,
"Bhimunipatnam","India",44843,,,17.8902,83.452,false,
"Tanda","India",44822,,,28.9762,78.9419,false,
"Kapadvanj","India",44764,,,23.023,73.0711,false,
"Thoubal","India",44493,,,24.6388,93.9964,false,
"Morar","India",44451,,,26.2264,78.2248,false,
"Memari","India",44448,,,23.1765,88.0975,false,
"Nellikkuppam","India",44423,,,11.7755,79.6702,false,
"Angul","India",44386,,,20.8409,85.1019,false,
"Medak","India",44351,,,18.0453,78.2608,false,
"Kalpi","India",44339,,,26.1167,79.7333,false,
"Hodal","India",44300,,,27.892,77.3674,false,
"Ramnagar","India",44277,,,25.2691,83.0297,false,
"Arsikere","India",44269,,,13.3145,76.257,false,
"Nidadavole","India",44173,,,16.9057,81.6722,false,
"Jhajjar","India",44122,,,28.6063,76.6565,false,
"Varangaon","India",44067,,,21.0177,75.9104,false,
"Jammalamadugu","India",43870,,,14.8468,78.3831,false,
"Jasdan","India",43861,,,22.0371,71.2079,false,
"Kendraparha","India",43843,,,20.5017,86.4223,false,
"Gobardanga","India",43808,,,22.8774,88.7548,false,
"Yellandu","India",43787,,,17.5906,80.3215,false,
"Merta","India",43758,,,26.6486,74.0341,false,
"Polavaram","India",43710,,,17.2475,81.6437,false,
"Kanuru","India",43696,,,16.2858,81.2546,false,
"Godda","India",43658,,,24.827,87.2125,false,
"Kotputli","India",43651,,,27.7021,76.1991,false,
"Pandhurna","India",43630,,,21.5956,78.5263,false,
"Ramnagar","India",43497,,,27.1637,84.3234,false,
"Dig","India",43486,,,27.4719,77.3256,false,
"Kandhla","India",43387,,,29.321,77.271,false,
"Vikarabad","India",43337,,,17.3381,77.9044,false,
"Varkala","India",43276,,,8.7333,76.7167,false,
"Saint Thomas Mount","India",43223,,,13.0033,80.1961,false,
"Sainthia","India",43221,,,23.9483,87.6805,false,
"Tumsar","India",43218,,,21.3833,79.7333,false,
"Peranampattu","India",43124,,,12.9343,78.7189,false,
"Barhiya","India",43045,,,25.2881,86.0206,false,
"Kalimpong","India",43000,,,27.0706,88.4753,false,
"Ramachandrapuram","India",42977,,,16.8364,82.0287,false,
"Repalle","India",42967,,,16.0184,80.8296,false,
"Selu","India",42879,,,19.4551,76.4407,false,
"Bhinmal","India",42863,,,24.9994,72.2714,false,
"Bowringpet","India",42789,,,12.9912,78.178,false,
"Sivaganga","India",42785,,,9.84701,78.4836,false,
"Tirupparangunram","India",42696,,,9.88151,78.0731,false,
"Shoranur","India",42694,,,10.7618,76.2708,false,
"Bikramganj","India",42626,,,25.2107,84.2551,false,
"Sojat","India",42556,,,25.9249,73.6663,false,
"Khurda","India",42526,,,20.1827,85.6163,false,
"Jaspur","India",42524,,,29.2792,78.828,false,
"Than","India",42508,,,22.5742,71.1994,false,
"Jintur","India",42420,,,19.6119,76.6874,false,
"Khekra","India",42408,,,28.8659,77.2841,false,
"Balapur","India",42401,,,20.6661,76.7739,false,
"Dinhata","India",42381,,,26.1353,89.4613,false,
"Naini Tal","India",42309,,,29.3974,79.4469,false,
"Kyathampalle","India",42275,,,19.6678,78.5289,false,
"Sikandra Rao","India",42229,,,27.6886,78.3799,false,
"Palmaner","India",42179,,,13.2,78.7473,false,
"Jajpur","India",42157,,,20.8485,86.3373,false,
"Canning","India",42132,,,22.3145,88.6625,false,
"Khairabad","India",42125,,,27.527,80.7546,false,
"Kannad","India",42056,,,20.2568,75.1379,false,
"Athni","India",42047,,,16.7261,75.0642,false,
"Biaora","India",41989,,,23.9205,76.9107,false,
"Katol","India",41893,,,21.2739,78.5858,false,
"Arvi","India",41837,,,20.9958,78.2291,false,
"Baghpat","India",41766,,,28.9449,77.2187,false,
"Bar Bigha","India",41758,,,25.2185,85.7332,false,
"Limbdi","India",41740,,,22.5651,71.8108,false,
"Bilara","India",41710,,,26.1807,73.7055,false,
"Sundargarh","India",41705,,,22.1167,84.0333,false,
"Manvi","India",41647,,,15.9913,77.0503,false,
"Fatwa","India",41647,,,25.5096,85.305,false,
"Jambusar","India",41594,,,22.0524,72.8007,false,
"Devakottai","India",41568,,,9.94704,78.8233,false,
"Digras","India",41554,,,20.1035,77.7185,false,
"Warora","India",41523,,,20.2288,79.0028,false,
"Homnabad","India",41485,,,17.7707,77.1252,false,
"Gadarwara","India",41420,,,22.9235,78.7849,false,
"Chidawa","India",41319,,,28.2394,75.6404,false,
"Champa","India",41252,,,22.0353,82.6423,false,
"Naugachhia","India",41247,,,25.3881,87.0991,false,
"Hoskote","India",41236,,,13.0707,77.7981,false,
"Daudnagar","India",41236,,,25.0347,84.4009,false,
"Sihora","India",41192,,,23.4871,80.104,false,
"Jaggayyapeta","India",41180,,,16.8938,80.0981,false,
"Koraput","India",41170,,,18.812,82.7105,false,
"Dhupgari","India",41168,,,26.589,89.0073,false,
"Mehekar","India",41137,,,20.1505,76.5684,false,
"Hilsa","India",41110,,,25.3164,85.2823,false,
"Bharthana","India",41055,,,26.7523,79.2218,false,
"Raisen","India",40977,,,23.3303,77.7811,false,
"Jalarpet","India",40959,,,12.5702,78.5732,false,
"Burla","India",40816,,,21.5098,83.8726,false,
"Dahegam","India",40671,,,23.169,72.8216,false,
"Garhwa","India",40662,,,24.16,83.8075,false,
"Chakradharpur","India",40599,,,22.6761,85.6289,false,
"Ambah","India",40523,,,26.7042,78.2268,false,
"Kallakkurichchi","India",40449,,,11.7404,78.959,false,
"Ghatampur","India",40435,,,26.1527,80.168,false,
"Akividu","India",40413,,,16.5823,81.3811,false,
"Kovvur","India",40379,,,17.0162,81.7293,false,
"Solan","India",40283,,,30.9091,77.1087,false,
"Murtajapur","India",40223,,,20.733,77.3669,false,
"Ahmadpur","India",40218,,,18.7062,76.9373,false,
"Gursahaiganj","India",40214,,,27.1152,79.7317,false,
"Periyakulam","India",40131,,,10.1227,77.5437,false,
"Mapuca","India",40122,,,15.5915,73.809,false,
"Taki","India",40113,,,22.5887,88.9325,false,
"Diamond Harbour","India",40095,,,22.193,88.1847,false,
"Saundatti","India",40091,,,15.7662,75.1178,false,
"Vaijapur","India",40043,,,19.9267,74.7275,false,
"Ghatsila","India",40018,,,22.5853,86.4768,false,
"Hasimara","India",40000,,,26.7469,89.3539,false,
"Sathupalli","India",40000,,,17.2497,80.869,false,
"Puranpur","India",39988,,,28.5128,80.1483,false,
"Haflong","India",39982,,,25.1648,93.0174,false,
"Rameswaram","India",39960,,,9.2885,79.3127,false,
"Bansi","India",39926,,,27.1775,82.9344,false,
"Thiruthani","India",39899,,,13.1759,79.6164,false,
"Mandideep","India",39898,,,23.0817,77.5333,false,
"Thakurdwara","India",39860,,,29.192,78.8615,false,
"Farrukhnagar","India",39766,,,17.0779,78.2034,false,
"Bhavani","India",39744,,,11.4455,77.6822,false,
"Daman","India",39737,,,20.4143,72.8324,false,
"Dhone","India",39689,,,15.3952,77.8715,false,
"Nandura Buzurg","India",39650,,,20.8342,76.4592,false,
"Murshidabad","India",39557,,,24.1839,88.2717,false,
"Nadapuram","India",39512,,,11.6847,75.6549,false,
"Parasia","India",39440,,,22.1913,78.759,false,
"Nathdwara","India",39426,,,24.938,73.8239,false,
"Shahabad","India",39323,,,30.1678,76.8705,false,
"Giddarbaha","India",39243,,,30.1995,74.6663,false,
"Akalkot","India",39226,,,17.5253,76.2061,false,
"Aroor","India",39214,,,9.8694,76.305,false,
"Chinnamanur","India",39213,,,9.83999,77.3811,false,
"Ghosi","India",39138,,,26.1059,83.5393,false,
"Amudalavalasa","India",39124,,,18.4102,83.9029,false,
"Pehowa","India",39101,,,29.979,76.5825,false,
"Nurpur","India",39077,,,29.1496,78.4084,false,
"Aland","India",39064,,,17.5643,76.5685,false,
"Narayanpet","India",39041,,,16.748,77.4954,false,
"Paravur Tekkumbhagam","India",38946,,,8.7947,76.668,false,
"Banka","India",38939,,,24.8809,86.9226,false,
"Simdega","India",38732,,,22.6152,84.5021,false,
"Kondapalle","India",38714,,,16.6199,80.5424,false,
"Sangaria","India",38638,,,29.7989,74.4668,false,
"Jha-Jha","India",38624,,,24.7711,86.3789,false,
"Jalesar","India",38614,,,27.4732,78.3031,false,
"Sirohi","India",38610,,,24.8884,72.8479,false,
"Bhalki","India",38583,,,18.0435,77.206,false,
"Palia Kalan","India",38547,,,28.4321,80.5814,false,
"Talcher","India",38436,,,20.9493,85.2335,false,
"Chaklasi","India",38435,,,22.6532,72.945,false,
"Kunnamangalam","India",38372,,,11.3046,75.8777,false,
"Rajgir","India",38348,,,25.0283,85.4208,false,
"Kumhari","India",38334,,,21.2667,81.5167,false,
"Pathanamthitta","India",38285,,,9.26667,76.7833,false,
"Nandigama","India",38219,,,16.7717,80.286,false,
"Mahe","India",38183,,,11.7017,75.5347,false,
"Vyara","India",38168,,,21.1108,73.3936,false,
"Malavalli","India",38129,,,12.3856,77.0604,false,
"Khambhaliya","India",38121,,,22.2069,69.6503,false,
"Suluru","India",38065,,,13.7,80.0167,false,
"Bhawaniganj","India",38030,,,24.4158,75.8355,false,
"Chetwayi","India",38011,,,10.5288,76.0479,false,
"Vetapalem","India",38007,,,15.785,80.3066,false,
"Shahbazpur","India",38000,,,26.3051,87.2887,false,
"Mahbubabad","India",37949,,,17.5973,80.0021,false,
"Maihar","India",37913,,,24.2659,80.7606,false,
"Dibai","India",37873,,,28.2085,78.2617,false,
"Robertsganj","India",37855,,,24.6886,83.0678,false,
"Kekri","India",37850,,,25.9713,75.1499,false,
"Tarikere","India",37848,,,13.7095,75.8138,false,
"Maudaha","India",37844,,,25.6831,80.1142,false,
"Porsa","India",37824,,,26.6744,78.3708,false,
"Savanur","India",37819,,,14.9733,75.3372,false,
"Pratapgarh","India",37780,,,24.0322,74.7816,false,
"Bilasipara","India",37739,,,26.2328,90.2341,false,
"Channarayapatna","India",37681,,,12.9064,76.3877,false,
"Ellenabad","India",37680,,,29.4528,74.6612,false,
"Pathri","India",37648,,,19.2588,76.4341,false,
"Bhadra","India",37629,,,29.103,75.1714,false,
"Bantval","India",37619,,,12.8905,75.0349,false,
"Kotamangalam","India",37543,,,10.0644,76.6284,false,
"Leh","India",37475,,,34.165,77.584,false,
"Bairagnia","India",37465,,,26.7406,85.2732,false,
"Bangarmau","India",37425,,,26.8912,80.2115,false,
"Paithan","India",37360,,,19.4751,75.3856,false,
"Barauli","India",37302,,,26.3811,84.5865,false,
"Sadaseopet","India",37245,,,17.6192,77.9526,false,
"Vettur","India",37219,,,8.71742,76.7258,false,
"Patti","India",37087,,,31.2809,74.8585,false,
"Garhmuktesar","India",37043,,,28.7873,78.1021,false,
"Revelganj","India",37031,,,25.7898,84.636,false,
"Parola","India",37001,,,20.881,75.1194,false,
"Manapparai","India",36926,,,10.6077,78.4258,false,
"Yanam","India",36896,,,16.7331,82.2136,false,
"Rahuri","India",36885,,,19.3907,74.6498,false,
"Rawatbhata","India",36872,,,24.9298,75.5921,false,
"Hojai","India",36869,,,26.0028,92.856,false,
"Akbarpur","India",36865,,,26.4295,82.5343,false,
"Vuyyuru","India",36755,,,16.3631,80.8441,false,
"Pilibangan","India",36755,,,29.4496,74.1009,false,
"Barwala","India",36694,,,29.3675,75.9081,false,
"Anekal","India",36693,,,12.7111,77.6956,false,
"Kampli","India",36641,,,15.4063,76.6001,false,
"Phulbani","India",36613,,,20.481,84.2306,false,
"Attingal","India",36595,,,8.69609,76.8151,false,
"Cheyyar","India",36527,,,12.6605,79.5431,false,
"Padra","India",36499,,,22.2398,73.0845,false,
"Chunar","India",36459,,,25.1278,82.8821,false,
"Sanawad","India",36455,,,22.1739,76.0699,false,
"Bayana","India",36399,,,26.9079,77.2898,false,
"Kayalpattinam","India",36175,,,8.57143,78.1199,false,
"Dhaka","India",36111,,,26.6748,85.167,false,
"Sadabad","India",36093,,,27.4382,78.0376,false,
"Bindki","India",36058,,,26.0361,80.5762,false,
"Dwarka","India",35837,,,22.2394,68.9678,false,
"Sarangpur","India",35827,,,23.5665,76.4731,false,
"Daryapur","India",35782,,,20.9249,77.3264,false,
"Ramganj Mandi","India",35754,,,24.6465,75.9433,false,
"Gariadhar","India",35692,,,21.5389,71.5774,false,
"Kakrala","India",35690,,,27.8927,79.1945,false,
"Arantangi","India",35621,,,10.1723,78.9912,false,
"Samalkha","India",35620,,,29.2355,77.0127,false,
"Kovur","India",35600,,,14.5005,79.9852,false,
"Tuljapur","India",35596,,,18.008,76.0701,false,
"Morsi","India",35554,,,21.3403,78.0126,false,
"Babina","India",35538,,,25.2395,78.4703,false,
"Dongargarh","India",35508,,,21.1889,80.7546,false,
"Ashta","India",35497,,,16.9494,74.4094,false,
"Igatpuri","India",35461,,,19.6952,73.5626,false,
"Radhanpur","India",35457,,,23.8324,71.6047,false,
"Budhana","India",35442,,,29.288,77.4753,false,
"Lunavada","India",35431,,,23.1284,73.6104,false,
"Betamcherla","India",35417,,,15.4514,78.148,false,
"Rajpipla","India",35392,,,21.8667,73.5,false,
"Barpeta Road","India",35281,,,26.5028,90.9694,false,
"Sherghati","India",35279,,,24.5595,84.7916,false,
"Umarkhed","India",35265,,,19.6014,77.6888,false,
"Waris Aliganj","India",35243,,,25.0172,85.6405,false,
"Pulgaon","India",35238,,,20.722,78.3206,false,
"Kawardha","India",35238,,,22.0085,81.2315,false,
"Buddh Gaya","India",35188,,,24.6981,84.9869,false,
"Lakshmeshwar","India",35140,,,15.1269,75.4694,false,
"Atmakur","India",35137,,,15.8811,78.587,false,
"Seram","India",35134,,,17.1786,77.29,false,
"Niwai","India",35114,,,26.3607,75.9184,false,
"Dubrajpur","India",35087,,,23.7902,87.3765,false,
"Jalalabad","India",35051,,,27.7262,79.6552,false,
"Sanand","India",35033,,,22.9923,72.3818,false,
"Kodaikanal","India",35021,,,10.2393,77.4893,false,
"Chikodi","India",34984,,,16.429,74.5859,false,
"Shahabad","India",34962,,,28.5668,79.0096,false,
"Tasgaon","India",34933,,,17.037,74.6017,false,
"Kodinar","India",34930,,,20.7939,70.7022,false,
"Kichha","India",34904,,,28.9115,79.5201,false,
"Purna","India",34888,,,19.1817,77.0257,false,
"Jamadoba","India",34774,,,23.7167,86.4,false,
"Nabagram","India",34728,,,22.2881,88.5092,false,
"Rajula","India",34652,,,21.0385,71.4435,false,
"Shikarpur","India",34649,,,28.2807,78.0141,false,
"Pipar","India",34630,,,26.3844,73.5439,false,
"Sagauli","India",34622,,,26.7639,84.7434,false,
"Kattivakkam","India",34595,,,13.2167,80.3167,false,
"Karjat","India",34554,,,18.9107,73.3235,false,
"Sankeshwar","India",34549,,,16.2565,74.4819,false,
"Bakhtiyarpur","India",34533,,,25.4618,85.5318,false,
"Agar","India",34532,,,23.7118,76.0157,false,
"Nilanga","India",34491,,,18.1168,76.7528,false,
"Satana","India",34440,,,20.5948,74.203,false,
"Patamundai","India",34400,,,20.5781,86.5606,false,
"Angamali","India",34399,,,10.1905,76.3879,false,
"Golaghat","India",34372,,,26.5117,93.9595,false,
"Manipal","India",34370,,,13.35,74.7833,false,
"Tadepalle","India",34357,,,16.4833,80.6,false,
"Jaito","India",34346,,,30.4513,74.8919,false,
"Gharaunda","India",34307,,,29.5369,76.9714,false,
"Kodungallur","India",34210,,,10.2326,76.1951,false,
"Ausa","India",34161,,,18.2473,76.4993,false,
"Hamirpur","India",34144,,,25.9553,80.1484,false,
"Jhabua","India",34135,,,22.7677,74.5909,false,
"Nawabganj","India",34134,,,28.541,79.6346,false,
"Sinnar","India",34095,,,19.8451,73.9987,false,
"Pen","India",34092,,,18.7373,73.096,false,
"Indi","India",34075,,,17.1773,75.9526,false,
"Pappinissheri","India",34025,,,11.9565,75.3403,false,
"Mokokchung","India",34021,,,26.3248,94.5183,false,
"Sathyamangalam","India",34011,,,11.5053,77.2383,false,
"Fatehpur","India",34010,,,27.1728,81.2106,false,
"Guledagudda","India",33851,,,16.0502,75.79,false,
"Melur","India",33839,,,10.0324,78.3393,false,
"Bhiwadi","India",33831,,,28.2102,76.8606,false,
"Guskhara","India",33780,,,23.4928,87.7348,false,
"Sindgi","India",33770,,,16.9188,76.2337,false,
"Narsipatnam","India",33755,,,17.6671,82.6124,false,
"Ichchapuram","India",33754,,,19.1139,84.6872,false,
"Bahjoi","India",33752,,,28.395,78.6266,false,
"Tuensang","India",33748,,,26.267,94.8242,false,
"Dharangaon","India",33718,,,21.0119,75.2741,false,
"Pulivendla","India",33615,,,14.4214,78.225,false,
"Peddapalli","India",33582,,,18.6136,79.3744,false,
"Madikeri","India",33540,,,12.426,75.7382,false,
"Kopaganj","India",33539,,,26.0192,83.5663,false,
"Kaman","India",33524,,,27.6579,77.2691,false,
"Thana Bhawan","India",33498,,,29.5861,77.4181,false,
"Uravakonda","India",33495,,,14.9435,77.2549,false,
"Begamganj","India",33467,,,23.5992,78.3406,false,
"Darsi","India",33418,,,15.7698,79.6794,false,
"Erattupetta","India",33408,,,9.68747,76.7789,false,
"Nargund","India",33403,,,15.723,75.3867,false,
"Zaidpur","India",33397,,,26.8309,81.3293,false,
"Amli","India",33369,,,20.2833,73.0167,false,
"Sohna","India",33361,,,28.2474,77.0654,false,
"Anupgarh","India",33309,,,29.1911,73.2086,false,
"Jogbani","India",33300,,,26.399,87.2653,false,
"Shikarpur","India",33273,,,14.2698,75.3564,false,
"Shahpura","India",33273,,,27.3912,75.9596,false,
"Kunigal","India",33273,,,13.0232,77.0252,false,
"Kosamba","India",33221,,,21.462,72.9584,false,
"Muhammadabad","India",33186,,,25.6191,83.7558,false,
"Lakhyabad","India",33162,,,23.6667,86.6667,false,
"Jhalrapatan","India",33121,,,24.542,76.1724,false,
"Sirkazhi","India",33100,,,11.2373,79.7358,false,
"Chaksu","India",33098,,,26.6051,75.9481,false,
"Porur","India",33060,,,13.0357,80.1582,false,
"Bhadasar","India",33006,,,28.3146,74.2895,false,
"Wai","India",32957,,,17.9528,73.8906,false,
"Jagatsinghapur","India",32945,,,20.2557,86.1711,false,
"Bagasra","India",32944,,,21.4872,70.9552,false,
"Kadur","India",32935,,,13.5528,76.0116,false,
"Dharmanagar","India",32912,,,24.3667,92.1667,false,
"Lahar","India",32886,,,26.194,78.9414,false,
"Yaval","India",32881,,,21.1677,75.6976,false,
"Kaimganj","India",32858,,,27.5544,79.3353,false,
"Janjgir","India",32833,,,22.0092,82.5778,false,
"Egra","India",32832,,,21.8995,87.5379,false,
"Bihariganj","India",32805,,,25.7341,86.9884,false,
"Umreth","India",32802,,,22.6988,73.1156,false,
"Venkatagiri","India",32761,,,13.96,79.5803,false,
"Mushabani","India",32761,,,22.5114,86.4571,false,
"Mahalingpur","India",32699,,,16.3888,75.1087,false,
"Neem ka Thana","India",32690,,,27.7398,75.7865,false,
"Nepanagar","India",32611,,,21.4538,76.3933,false,
"Nautanwa","India",32587,,,27.4275,83.4179,false,
"Vallabh Vidyanagar","India",32581,,,22.5333,72.9,false,
"Chanderi","India",32549,,,24.7131,78.1381,false,
"Manuguru","India",32539,,,17.981,80.7547,false,
"Mahemdavad","India",32504,,,22.8236,72.7555,false,
"Goribidnur","India",32447,,,13.6107,77.5174,false,
"Almora","India",32442,,,29.5971,79.6591,false,
"Nakodar","India",32405,,,31.1259,75.4751,false,
"Karamsad","India",32380,,,22.5424,72.9039,false,
"Manali","India",32363,,,13.1667,80.2667,false,
"Dharmabad","India",32351,,,18.8912,77.8494,false,
"Vedaraniyam","India",32245,,,10.3721,79.851,false,
"Jayamkondacholapuram","India",32217,,,11.2127,79.3637,false,
"Kalka","India",32205,,,30.8398,76.9407,false,
"Umarga","India",32181,,,17.8384,76.6233,false,
"Pinjaur","India",32162,,,30.7987,76.9182,false,
"Bisauli","India",32154,,,28.3077,78.9368,false,
"Turaiyur","India",32134,,,11.1497,78.5987,false,
"Pavugada","India",32063,,,14.0995,77.2802,false,
"Ambasamudram","India",32020,,,8.71068,77.4519,false,
"Zamania","India",32008,,,25.4196,83.5579,false,
"Malkapur","India",32000,,,17.2621,74.1757,false,
"Shirdi","India",31978,,,19.7662,74.4774,false,
"Bandipura","India",31978,,,34.4173,74.6431,false,
"Kokrajhar","India",31971,,,26.4011,90.2729,false,
"Palladam","India",31935,,,10.9917,77.2863,false,
"Muddebihal","India",31895,,,16.3378,76.1317,false,
"Lalganj","India",31879,,,25.8689,85.1739,false,
"Rasra","India",31876,,,25.8576,83.8549,false,
"Islampur","India",31875,,,25.1408,85.2059,false,
"Ghugus","India",31859,,,19.9381,79.1119,false,
"Sattur","India",31856,,,9.35592,77.9246,false,
"Basudebpur","India",31827,,,21.1197,86.729,false,
"Khachrod","India",31825,,,23.4232,75.2819,false,
"Kotma","India",31756,,,23.2038,81.979,false,
"Bhatkal","India",31735,,,13.9853,74.5553,false,
"Khurai","India",31613,,,24.0437,78.3301,false,
"Chittur","India",31608,,,10.6997,76.7471,false,
"Vadigenhalli","India",31558,,,13.2972,77.8018,false,
"Sijua","India",31537,,,23.7762,86.3303,false,
"Vandavasi","India",31530,,,12.5043,79.6056,false,
"Lalsot","India",31480,,,26.5595,76.3291,false,
"Shahpur","India",31422,,,16.6961,76.8422,false,
"Chemmumiahpet","India",31416,,,15.8979,79.3213,false,
"Bahadurganj","India",31405,,,26.2617,87.8244,false,
"Gomoh","India",31395,,,23.8736,86.1516,false,
"Jalalpur","India",31388,,,26.3116,82.7386,false,
"Khunti","India",31366,,,23.076,85.2782,false,
"Kangayam","India",31364,,,11.006,77.5609,false,
"Zira","India",31350,,,30.9685,74.9911,false,
"Jhanjharpur","India",31283,,,26.2647,86.2799,false,
"Sangola","India",31279,,,17.4395,75.1938,false,
"Singanallur","India",31239,,,10.999,77.0324,false,
"Karamadai","India",31188,,,11.2406,76.9601,false,
"Ramapuram","India",31169,,,13.1009,79.1841,false,
"Nawanshahr","India",31121,,,31.1245,76.1161,false,
"Mankachar","India",31091,,,25.5335,89.8637,false,
"Razampeta","India",31079,,,14.1954,79.159,false,
"Sabalgarh","India",31032,,,26.2492,77.4079,false,
"Hailakandi","India",31031,,,24.6839,92.561,false,
"Jagdispur","India",31029,,,25.4681,84.4194,false,
"Jagdishpur","India",31029,,,26.7497,80.5451,false,
"Sirur","India",31018,,,18.8276,74.3747,false,
"Rawatsar","India",31016,,,29.2672,74.4029,false,
"Shamsabad","India",31009,,,27.0172,78.1236,false,
"Partur","India",30991,,,19.5993,76.2154,false,
"Puttur","India",30986,,,13.4419,79.5531,false,
"Guduvancheri","India",30972,,,12.8452,80.0605,false,
"Erandol","India",30931,,,20.9221,75.3264,false,
"Pasan","India",30928,,,22.8441,82.1982,false,
"Rudarpur","India",30873,,,26.4447,83.613,false,
"Safidon","India",30863,,,29.406,76.6704,false,
"Hatta","India",30854,,,24.1341,79.6012,false,
"Elur","India",30832,,,10.0667,76.2833,false,
"Basavana Bagevadi","India",30827,,,16.5728,75.9725,false,
"Perambalur","India",30799,,,11.2333,78.8833,false,
"Gangtok","India",30700,,,27.3257,88.6122,false,
"Malur","India",30677,,,13.0032,77.938,false,
"Usilampatti","India",30675,,,9.96936,77.7862,false,
"Un","India",30671,,,23.8874,71.7698,false,
"Mudbidri","India",30632,,,13.0665,74.9952,false,
"Rajakhera","India",30627,,,26.898,78.171,false,
"Manwat","India",30624,,,19.3013,76.4974,false,
"Wadi","India",30602,,,17.0518,76.9905,false,
"Anta","India",30598,,,25.15,76.3,false,
"Maharaganj","India",30548,,,27.1446,83.5621,false,
"Tarakeswar","India",30475,,,22.886,88.0136,false,
"Keelakarai","India",30468,,,9.23183,78.7855,false,
"Kakching","India",30418,,,24.4982,93.9813,false,
"Gevrai","India",30406,,,19.2637,75.7501,false,
"Pihani","India",30369,,,27.6199,80.2034,false,
"Perungudi","India",30363,,,12.9609,80.2409,false,
"Sarkhej","India",30341,,,22.983,72.502,false,
"Remuna","India",30319,,,21.528,86.8716,false,
"Sri Madhopur","India",30281,,,27.466,75.5974,false,
"Walajapet","India",30256,,,12.9251,79.3663,false,
"Pedana","India",30252,,,16.2558,81.1438,false,
"Ferokh","India",30229,,,11.1799,75.8414,false,
"Salaya","India",30228,,,22.3104,69.6038,false,
"Musiri","India",30209,,,10.953,78.4443,false,
"Khair","India",30173,,,27.9419,77.8424,false,
"Chitapur","India",30139,,,17.1236,77.0824,false,
"Risod","India",30131,,,19.9767,76.788,false,
"Dhandhuka","India",30049,,,22.3818,71.9866,false,
"Fatehpur Sikri","India",30026,,,27.0937,77.66,false,
"Birpara","India",30000,,,26.7042,89.1455,false,
"Yanamalakuduru","India",30000,,,16.4853,80.6675,false,
"Cherpulassery","India",30000,,,10.8765,76.3093,false,
"Amla","India",29995,,,21.9249,78.1279,false,
"Narsinghgarh","India",29981,,,23.7076,77.0932,false,
"Talaja","India",29948,,,21.3527,72.0352,false,
"Dharmadam","India",29943,,,11.7754,75.4646,false,
"Bhongaon","India",29911,,,27.2551,79.1812,false,
"Tiruchchendur","India",29872,,,8.49725,78.1191,false,
"Sasvad","India",29858,,,18.3435,74.031,false,
"Ambad","India",29846,,,19.613,75.7891,false,
"Ramgarh","India",29834,,,27.251,75.1789,false,
"Jalalabad","India",29824,,,30.6062,74.2573,false,
"Soro","India",29797,,,21.2785,86.6883,false,
"Lingsugur","India",29783,,,16.1588,76.5217,false,
"Gajendragarh","India",29749,,,15.7363,75.9698,false,
"Madurantakam","India",29743,,,12.5117,79.8848,false,
"Umaria","India",29740,,,23.5247,80.8372,false,
"Devarkonda","India",29726,,,16.6919,78.9207,false,
"Dhamnod","India",29681,,,22.2093,75.4706,false,
"Bilari","India",29666,,,28.6215,78.8036,false,
"Muvattupula","India",29664,,,9.98493,76.5773,false,
"Adur","India",29652,,,9.15595,76.7319,false,
"Saoner","India",29638,,,21.3851,78.9215,false,
"Raisinghnagar","India",29626,,,29.5358,73.4492,false,
"Miranpur Katra","India",29626,,,28.0296,79.6678,false,
"Kalpatta","India",29602,,,11.6087,76.0834,false,
"Arangaon","India",29591,,,19.0268,74.7149,false,
"Kalavoor","India",29564,,,9.57046,76.3276,false,
"Mansa","India",29551,,,23.4256,72.6574,false,
"Zunheboto","India",29499,,,25.9667,94.5167,false,
"Mainaguri","India",29459,,,26.5626,88.8204,false,
"Nagar Karnul","India",29439,,,16.4821,78.3247,false,
"Khedbrahma","India",29402,,,24.0299,73.0463,false,
"Taranagar","India",29392,,,28.6686,75.0321,false,
"Palkonda","India",29378,,,18.6037,83.7557,false,
"Dhari","India",29346,,,21.3286,71.0265,false,
"Jewar","India",29316,,,28.122,77.5573,false,
"Kalyandurg","India",29272,,,14.5452,77.1055,false,
"Dighwara","India",29270,,,25.7443,85.01,false,
"Shahpura","India",29259,,,25.6209,74.9249,false,
