"city","country","pop2026","pop2025","popGrowth","latitude","longitude","isValidCity","slug"
"Shikohabad","India",99678,,,27.108,78.5866,false,
"Kasganj","India",99462,,,27.8088,78.6458,false,
"Sehore","India",99284,,,23.2,77.0833,false,
"Ranibennur","India",99105,,,14.6224,75.6295,false,
"Jagtial","India",99035,,,18.7947,78.9166,false,
"Bhadrakh","India",98648,,,21.0545,86.5156,false,
"Bundi","India",98569,,,25.4386,75.6374,false,
"Ooty","India",98238,,,11.4134,76.6952,false,
"Mughal Sarai","India",98043,,,25.2831,83.1197,false,
"Shamli","India",97966,,,29.4497,77.3096,false,
"Hinganghat","India",97568,,,20.5487,78.8398,false,
"Villupuram","India",97380,,,11.9397,79.4924,false,
"Amalner","India",97369,,,21.0398,75.0589,false,
"Bagalkot","India",97269,,,16.1867,75.6961,false,
"Tellicherry","India",97201,,,11.7481,75.4929,false,
"Narasaraopet","India",97194,,,16.2349,80.0493,false,
"Nagaur","India",96847,,,27.202,73.7339,false,
"Nawada","India",96730,,,24.8867,85.5436,false,
"Jahanabad","India",96387,,,25.2137,84.9871,false,
"Chalisgaon","India",96381,,,20.4578,75.016,false,
"Buxar","India",96120,,,25.5755,83.9804,false,
"Sahibganj","India",95890,,,25.2442,87.6348,false,
"Pandharpur","India",95665,,,17.6792,75.331,false,
"Hindaun","India",95593,,,26.7341,77.0352,false,
"Khargone","India",94985,,,21.8229,75.6139,false,
"Parli Vaijnath","India",94863,,,18.8506,76.5316,false,
"Kishanganj","India",94807,,,26.1022,87.9553,false,
"Mainpuri","India",94619,,,27.2286,79.0288,false,
"Khamgaon","India",94604,,,20.7074,76.5683,false,
"Negapatam","India",94238,,,10.7638,79.8431,false,
"Chilakalurupet","India",94011,,,16.0899,80.1671,false,
"Gudiyatham","India",93973,,,12.946,78.8738,false,
"Makrana","India",93904,,,27.0436,74.7244,false,
"Banswara","India",93648,,,23.5411,74.4425,false,
"Baraut","India",93544,,,29.102,77.2633,false,
"Closepet","India",93528,,,12.7218,77.2815,false,
"Kalyani","India",93184,,,22.9833,88.4833,false,
"Tadpatri","India",93044,,,14.9083,78.0103,false,
"Kapurthala","India",92667,,,31.3801,75.3811,false,
"Disa","India",92224,,,24.2561,72.1793,false,
"Ballalpur","India",92146,,,19.847,79.3458,false,
"Kohima","India",92113,,,25.6747,94.111,false,
"Betul","India",91953,,,21.9006,77.9023,false,
"Karaikkudi","India",91908,,,10.0661,78.7678,false,
"Bagaha","India",91383,,,24.529,85.0602,false,
"Balangir","India",91241,,,20.7042,83.4903,false,
"Datia","India",90628,,,25.6731,78.4591,false,
"Valparai","India",90353,,,10.3269,76.9512,false,
"Kovilpatti","India",90296,,,9.17167,77.8699,false,
"Vaniyambadi","India",90288,,,12.6816,78.6201,false,
"Bhandara","India",90183,,,21.1682,79.6488,false,
"Roha","India",90000,,,18.4369,73.1196,false,
"Muktsar","India",89833,,,30.4743,74.5166,false,
"Luckeesarai","India",89500,,,25.1765,86.0947,false,
"Barmer","India",89487,,,25.7457,71.3921,false,
"Muradnagar","India",89482,,,28.7807,77.4986,false,
"Tinsukia","India",89373,,,27.489,95.3599,false,
"Shahdol","India",89289,,,23.2936,81.3619,false,
"Manjeri","India",89201,,,11.1202,76.12,false,
"Mahoba","India",89170,,,25.2905,79.8753,false,
"Contai","India",88702,,,21.7799,87.7489,false,
"Sangrur","India",88615,,,30.2451,75.8449,false,
"Pollachi","India",88214,,,10.6582,77.0085,false,
"Deoband","India",88171,,,29.695,77.6796,false,
"Neyyattinkara","India",88104,,,8.39854,77.0859,false,
"Tanda","India",88073,,,26.5495,82.6584,false,
"Baran","India",87478,,,25.1,76.5167,false,
"Dhamtari","India",87151,,,20.7072,81.5487,false,
"Tiruchengode","India",87123,,,11.3802,77.8944,false,
"Chirala","India",87001,,,15.8238,80.3522,false,
"Jharia","India",86938,,,23.7408,86.4146,false,
"Akot","India",86917,,,21.0963,77.0588,false,
"Rajpura","India",86820,,,30.4786,76.5928,false,
"Madgaon","India",86818,,,15.275,73.9579,false,
"Sardarshahr","India",86672,,,28.4406,74.491,false,
"Mayiladuthurai","India",86660,,,11.1035,79.655,false,
"Kamthi","India",86213,,,21.2162,79.1973,false,
"Paradip Garh","India",85868,,,20.3164,86.6085,false,
"Paramagudi","India",85695,,,9.54633,78.5907,false,
"Osmanabad","India",85521,,,18.1816,76.0389,false,
"Aruppukkottai","India",85369,,,9.5096,78.0959,false,
"Baruni","India",84888,,,25.4751,85.9681,false,
"Bijnor","India",84593,,,29.373,78.1364,false,
"Anakapalle","India",84357,,,17.6913,83.004,false,
"Najibabad","India",84006,,,29.6119,78.3427,false,
"Dohad","India",83966,,,22.8328,74.2599,false,
"Ramgarh","India",83833,,,23.6303,85.5216,false,
"Kavali","India",83352,,,14.9163,79.9945,false,
"Fatehpur","India",83170,,,27.9949,74.9563,false,
"Jangipur","India",82548,,,24.47,88.0766,false,
"Dhar","India",82438,,,22.5937,75.2977,false,
"Hansi","India",82407,,,29.1024,75.9625,false,
"Kadiri","India",81498,,,14.1117,78.1598,false,
"Dhoraji","India",81445,,,21.7336,70.45,false,
"Rayachoti","India",81433,,,14.0572,78.7506,false,
"Khambhat","India",81328,,,22.3174,72.6192,false,
"Nirmal","India",80982,,,19.0968,78.3441,false,
"Emmiganur","India",80933,,,15.772,77.4835,false,
"Jeypore","India",80837,,,18.8563,82.5716,false,
"Kotkapura","India",80741,,,30.5819,74.833,false,
"Udhampur","India",80447,,,32.9243,75.1357,false,
"Kairana","India",80432,,,29.3954,77.2054,false,
"Balaghat","India",80360,,,21.8156,80.1885,false,
"Mansa","India",80018,,,29.9884,75.4017,false,
"Anantnag","India",79821,,,33.7307,75.1542,false,
"Karaikal","India",79653,,,10.9167,79.8333,false,
"Jharsugra","India",79492,,,21.8624,84.0178,false,
"Brajarajnagar","India",79421,,,21.8167,83.9167,false,
"Kottagudem","India",79247,,,17.5511,80.6178,false,
"Nawabganj","India",79246,,,26.9313,81.1984,false,
"Arakkonam","India",79080,,,13.0845,79.6705,false,
"Koch Bihar","India",78737,,,26.3254,89.4451,false,
"Dod Ballapur","India",78676,,,13.2945,77.5378,false,
"Bhadohi","India",78568,,,25.3953,82.5703,false,
"Katoya","India",78408,,,23.6456,88.1326,false,
"Jamui","India",78181,,,24.9261,86.2253,false,
"Harihar","India",78034,,,14.5129,75.8072,false,
"Mancheral","India",77998,,,18.8707,79.4286,false,
"Kadayanallur","India",77772,,,9.07277,77.3415,false,
"Daltonganj","India",77704,,,24.0397,84.0658,false,
"Faridkot","India",77450,,,30.674,74.7558,false,
"Balrampur","India",77396,,,27.4295,82.1854,false,
"Baramula","India",77276,,,34.209,74.3428,false,
"Mawana","India",76973,,,29.1029,77.922,false,
"Kundla","India",76809,,,21.3422,71.3063,false,
"Manmad","India",76722,,,20.2533,74.4376,false,
"Kannauj","India",76714,,,27.0552,79.9188,false,
"Malaut","India",76616,,,30.2112,74.4818,false,
"Nagina","India",76593,,,29.4443,78.4365,false,
"Badagara","India",76493,,,11.5978,75.5814,false,
"Jagdalpur","India",76465,,,19.0814,82.0213,false,
"Jumri Tilaiya","India",76341,,,24.4349,85.5295,false,
"Baj Baj","India",76159,,,22.4751,88.1777,false,
"Konnagar","India",76082,,,22.7051,88.3445,false,
"Ratnagiri","India",75986,,,16.9915,73.3102,false,
"Hingoli","India",75878,,,19.7146,77.1424,false,
"Bodinayakkanur","India",75680,,,10.0117,77.3498,false,
"Khadki","India",75654,,,18.5635,73.8521,false,
"Dhrangadhra","India",75578,,,22.9917,71.4679,false,
"Paloncha","India",75224,,,17.6018,80.7051,false,
"Gudur","India",74851,,,14.1509,79.8521,false,
"Ankleshwar","India",74742,,,21.6324,72.99,false,
"Tikamgarh","India",74724,,,24.7433,78.8306,false,
"Srivilliputhur","India",74370,,,9.51272,77.6337,false,
"Sivakasi","India",74282,,,9.44999,77.798,false,
"Pilkhua","India",74212,,,28.7127,77.656,false,
"Ambajogai","India",74114,,,18.7331,76.3862,false,
"Bela","India",73992,,,25.9206,81.9963,false,
"Bodhan","India",73938,,,18.6621,77.8858,false,
"Rabkavi","India",73835,,,16.4757,75.1106,false,
"Karauli","India",73717,,,26.4983,77.0275,false,
"Savarkundla","India",73695,,,21.3373,71.3035,false,
"Shahabad","India",73606,,,27.6431,79.9402,false,
"Chandpur","India",73555,,,29.1349,78.2719,false,
"Gokak","India",73478,,,16.169,74.8239,false,
"Sikandarabad","India",73379,,,28.4523,77.7,false,
"Virudunagar","India",73273,,,9.58509,77.9579,false,
"Dausa","India",73034,,,26.89,76.3358,false,
"Valsad","India",72929,,,20.6101,72.9343,false,
"Ambikapur","India",72821,,,23.1189,83.1954,false,
"Palghar","India",72335,,,19.6969,72.7654,false,
"Dharapuram","India",72291,,,10.7383,77.5322,false,
"Chintamani","India",71798,,,13.4005,78.0517,false,
"Faridpur","India",71783,,,28.21,79.5415,false,
"Pusad","India",71588,,,19.9127,77.5784,false,
"Madhubani","India",71582,,,26.3537,86.0717,false,
"Sirsilla","India",71499,,,18.3887,78.8105,false,
"Vapi","India",71395,,,20.3717,72.9049,false,
"Kamareddi","India",71042,,,18.32,78.3418,false,
"Bolpur","India",70998,,,23.6628,87.697,false,
"Ranaghat","India",70984,,,23.1762,88.5667,false,
"Fazilka","India",70887,,,30.4021,74.0284,false,
"Beypore","India",70751,,,11.1715,75.8061,false,
"Dadri","India",70609,,,28.5526,77.554,false,
"Auraiya","India",70508,,,26.4652,79.5092,false,
"Bapatla","India",70117,,,15.9042,80.4674,false,
"Payyannur","India",70069,,,12.0935,75.2025,false,
"Talipparamba","India",69878,,,12.0416,75.3593,false,
"Tindivanam","India",69839,,,12.234,79.6555,false,
"Shirpur","India",69540,,,21.3482,74.8803,false,
"Basoda","India",69278,,,23.8515,77.9365,false,
"Jorhat","India",69033,,,26.7575,94.2031,false,
"Sindhnur","India",68793,,,15.7698,76.7558,false,
"Bargarh","India",68670,,,21.3335,83.619,false,
"Washim","India",68622,,,20.1113,77.133,false,
"Visnagar","India",68619,,,23.6985,72.5521,false,
"Palwancha","India",68561,,,17.5815,80.6765,false,
"Keshod","India",68518,,,21.3033,70.2486,false,
"Kannangad","India",68450,,,12.3081,75.1063,false,
"Bisalpur","India",68355,,,28.2925,79.8047,false,
"Tanuku","India",68290,,,16.7544,81.6814,false,
"Attili","India",68196,,,16.7,81.6,false,
"Balotra","India",68120,,,25.8324,72.24,false,
"Pithampur","India",68051,,,22.602,75.6965,false,
"Munnar","India",68000,,,10.0882,77.0624,false,
"Chamrajnagar","India",67992,,,11.9231,76.9395,false,
"Pattukkottai","India",67982,,,10.4236,79.3195,false,
"Jaisalmer","India",67604,,,26.9176,70.9039,false,
"Araria","India",67474,,,26.1493,87.5132,false,
"Harda Khas","India",67387,,,22.3441,77.0954,false,
"Sangamner","India",67309,,,19.5678,74.2115,false,
"Jaora","India",67203,,,23.6378,75.1271,false,
"Buldana","India",66991,,,20.5293,76.1846,false,
"Mettupalayam","India",66944,,,11.2997,76.9349,false,
"Anjar","India",66888,,,23.1132,70.0267,false,
"Bellampalli","India",66660,,,19.0558,79.493,false,
"Channapatna","India",66647,,,12.6514,77.2067,false,
"Ratangarh","India",66625,,,28.0814,74.6185,false,
"Krishnagiri","India",66419,,,12.5192,78.2138,false,
"Rishikesh","India",66390,,,30.1078,78.2925,false,
"Goyerkata","India",66358,,,26.6998,89.0257,false,
"Chaibasa","India",66252,,,22.5504,85.8025,false,
"Mandamarri","India",66176,,,18.9651,79.4747,false,
"Palani","India",66085,,,10.4503,77.5209,false,
"Narnaul","India",66049,,,28.0444,76.1083,false,
"Dharmapuri","India",66017,,,12.1277,78.1579,false,
"Fatehabad","India",66013,,,29.5152,75.4555,false,
"Palasa","India",65833,,,18.7726,84.4101,false,
"Basavakalyan","India",65805,,,17.8745,76.9497,false,
"Chingleput","India",65689,,,12.6918,79.9766,false,
"Chopda","India",65598,,,21.2458,75.2995,false,
"Panaji","India",65586,,,15.4957,73.8262,false,
"Thenkasi","India",65496,,,8.96003,77.3152,false,
"Yadgir","India",65376,,,16.7701,77.1376,false,
"Gangarampur","India",65316,,,25.4014,88.5298,false,
"Ramanathapuram","India",65314,,,9.37158,78.8308,false,
"Jagraon","India",65305,,,30.7878,75.4739,false,
"Alipur Duar","India",65232,,,26.4835,89.5229,false,
"Kopargaon","India",65116,,,19.8824,74.4761,false,
"Bongaigaon","India",64902,,,26.477,90.5582,false,
"Malkapur","India",64812,,,20.8855,76.1993,false,
"Karanja","India",64734,,,20.4827,77.4886,false,
"Khatauli","India",64731,,,29.2784,77.733,false,
"Ashoknagar","India",64722,,,24.5758,77.7312,false,
"Siuri","India",64659,,,23.9081,87.5277,false,
"Nabha","India",64640,,,30.3758,76.1529,false,
"Siddipet","India",64562,,,18.1048,78.8486,false,
"Bhawanipatna","India",64468,,,19.9072,83.167,false,
"Khopoli","India",64460,,,18.7856,73.3459,false,
"Karwar","India",64457,,,14.8136,74.1297,false,
"Kayankulam","India",64183,,,9.18173,76.5009,false,
"Chinnachowk","India",64053,,,14.4752,78.8354,false,
"Bishnupur","India",64041,,,23.0738,87.3199,false,
"Markapur","India",63982,,,15.7353,79.2685,false,
"Basmat","India",63972,,,19.3287,77.1575,false,
"Baheri","India",63953,,,28.7742,79.4974,false,
"Kunnamkulam","India",63903,,,10.6467,76.0669,false,
"Raghogarh","India",63873,,,24.4432,77.1977,false,
"Gopalganj","India",63725,,,26.4673,84.4404,false,
"Tura","India",63645,,,25.5142,90.2024,false,
"Rajsamand","India",63414,,,25.0714,73.8798,false,
"Tandur","India",63239,,,17.2485,77.577,false,
"Kalamassery","India",63176,,,10.0614,76.3263,false,
"Suratgarh","India",63153,,,29.3215,73.8998,false,
"Mannargudi","India",63148,,,10.6663,79.4506,false,
"Sopur","India",63035,,,34.2867,74.4723,false,
"Arni","India",62858,,,12.6677,79.2853,false,
"Dhuburi","India",62525,,,26.0186,89.9856,false,
"Puliyangudi","India",62494,,,9.17489,77.398,false,
"Sheopur","India",62416,,,25.6647,76.6962,false,
"Renukut","India",62413,,,24.2164,83.0358,false,
"Dhenkanal","India",62230,,,20.6574,85.5969,false,
"Dabwali","India",62113,,,29.9491,74.7383,false,
"Sibsagar","India",62104,,,26.9843,94.6378,false,
"Rath","India",61728,,,25.5947,79.5666,false,
"Jamkhandi","India",61690,,,16.5046,75.2915,false,
"Sirsi","India",61607,,,14.6207,74.8355,false,
"Vriddhachalam","India",61498,,,11.5183,79.3241,false,
"Vinukonda","India",61326,,,16.0531,79.7396,false,
"Tiptur","India",60957,,,13.2563,76.4777,false,
"Sahaswan","India",60953,,,28.0723,78.7508,false,
"Koppal","India",60868,,,15.3452,76.1548,false,
"Sirhind","India",60847,,,30.6432,76.3842,false,
"Dabra","India",60836,,,25.8857,78.3322,false,
"Cumbum","India",60828,,,9.73647,77.2847,false,
"Arambagh","India",60639,,,22.8833,87.7833,false,
"Himatnagar","India",60634,,,23.5989,72.966,false,
"Ladnun","India",60490,,,27.6531,74.3999,false,
"Nipani","India",60351,,,16.399,74.3829,false,
"Borsad","India",60271,,,22.4079,72.8982,false,
"Koratla","India",60231,,,18.8215,78.7119,false,
"Kiratpur","India",60223,,,29.5067,78.2061,false,
"Vrindavan","India",60195,,,27.5811,77.6966,false,
"Haveri","India",60155,,,14.7935,75.4045,false,
"Supaul","India",60020,,,26.1153,86.5951,false,
"Giridih","India",60000,,,24.1862,86.3087,false,
"Bangaon","India",60000,,,25.8673,86.5115,false,
"Rayadrug","India",59968,,,14.6997,76.8524,false,
"North Lakhimpur","India",59841,,,27.2352,94.1036,false,
"Tohana","India",59749,,,29.7133,75.9044,false,
"Gangoh","India",59519,,,29.78,77.2635,false,
"Mangalagiri","India",59391,,,16.4308,80.5682,false,
"Narasapur","India",59306,,,16.4342,81.6984,false,
"Sangareddi","India",59199,,,17.6248,78.0867,false,
"Kodar","India",59170,,,16.9985,79.9656,false,
"Ullal","India",59116,,,12.8057,74.8606,false,
"Mangrol","India",58989,,,21.1227,70.1148,false,
"Gola Gokarannath","India",58986,,,28.0784,80.4705,false,
"Modasa","India",58970,,,23.4625,73.2986,false,
"Tezpur","India",58851,,,26.6333,92.8,false,
"Thiruvarur","India",58777,,,10.7727,79.6368,false,
"Attur","India",58702,,,11.5941,78.6014,false,
"Chidambaram","India",58650,,,11.3993,79.6914,false,
"Tarn Taran","India",58585,,,31.4519,74.9278,false,
"Udumalaippettai","India",58571,,,10.5881,77.2478,false,
"Lonavla","India",58562,,,18.7528,73.4057,false,
"Shahada","India",58402,,,21.5454,74.4711,false,
"Nawalgarh","India",58346,,,27.8516,75.2738,false,
"Nedumangad","India",58278,,,8.60267,77.0014,false,
"Nimbahera","India",58085,,,24.6217,74.68,false,
"Kadi","India",58066,,,23.2991,72.3336,false,
"Sira","India",57928,,,13.7416,76.9043,false,
"Chik Ballapur","India",57831,,,13.4351,77.7279,false,
"Bardoli","India",57810,,,21.123,73.1115,false,
"Jhargram","India",57796,,,22.4538,86.995,false,
"Samastipur","India",57575,,,25.8622,85.7795,false,
"Gobichettipalayam","India",57527,,,11.455,77.4422,false,
"Hasanpur","India",57481,,,28.7225,78.2844,false,
"Jahangirabad","India",57363,,,28.4055,78.1059,false,
"Sherkot","India",57361,,,29.327,78.5743,false,
"Katras","India",57349,,,23.7975,86.2983,false,
"Palakollu","India",57341,,,16.5167,81.73,false,
"Wani","India",57288,,,20.0551,78.9531,false,
"Naksalbari","India",57283,,,26.6827,88.22,false,
"Tiruvalla","India",57223,,,9.3816,76.5749,false,
"Ponnuru","India",57170,,,16.0655,80.552,false,
"Diphu","India",57097,,,25.8434,93.4312,false,
"Sitamarhi","India",57095,,,26.5936,85.4906,false,
"Chhibramau","India",57071,,,27.1487,79.5008,false,
"Tilhar","India",57043,,,27.9628,79.7383,false,
"Ilkal","India",56937,,,15.9592,76.1135,false,
"Bada Barabil","India",56870,,,22.1119,85.3868,false,
"Mettur","India",56743,,,11.788,77.8008,false,
"Kuchaman","India",56725,,,27.1474,74.8566,false,
"Panruti","India",56586,,,11.7766,79.5527,false,
"Una","India",56545,,,20.8232,71.0379,false,
"Ponnur","India",56504,,,16.0711,80.5494,false,
"Kollegal","India",56497,,,12.1545,77.1105,false,
"Shegaon","India",56449,,,20.7932,76.6992,false,
"Upleta","India",56354,,,21.7402,70.2826,false,
"Ujhani","India",56309,,,28.0031,79.0082,false,
"Bankra","India",56273,,,22.6029,88.2775,false,
"Dabhoi","India",56253,,,22.1833,73.4333,false,
"Bari","India",56136,,,26.6466,77.6163,false,
"Obra","India",56110,,,24.4186,82.988,false,
"Gohana","India",56093,,,29.1378,76.7025,false,
"Jatani","India",56003,,,20.1597,85.7074,false,
"Namakkal","India",55997,,,11.2213,78.1652,false,
"Gadwal","India",55952,,,16.235,77.7956,false,
"Palitana","India",55913,,,21.5252,71.8231,false,
"Nokha","India",55911,,,27.5616,73.4714,false,
"Laharpur","India",55911,,,27.7083,80.9026,false,
"Narwana","India",55850,,,29.599,76.1193,false,
"Islampur","India",55691,,,26.2654,88.1898,false,
"Karad","India",55663,,,17.2894,74.1818,false,
"Jalaun","India",55299,,,26.1451,79.3366,false,
"Karimganj","India",55290,,,24.8692,92.3554,false,
"Mokameh","India",55203,,,25.3966,85.9219,false,
"Etawa","India",55185,,,24.1835,78.2029,false,
"Wanparti","India",55182,,,16.3674,78.0689,false,
"Samalkot","India",55097,,,17.0567,82.1764,false,
"Anjangaon","India",54999,,,21.1652,77.3091,false,
"Dholka","India",54977,,,22.7273,72.4413,false,
"Tirur","India",54934,,,10.9137,75.9212,false,
"Kandi","India",54848,,,23.9595,88.0402,false,
"Ghatal","India",54658,,,22.6624,87.734,false,
"Unjha","India",54620,,,23.8037,72.391,false,
"Sendhwa","India",54530,,,21.6856,75.0962,false,
"Tiruttangal","India",54499,,,9.48333,77.8333,false,
"Siddhapur","India",54313,,,23.9178,72.3721,false,
"Dhuri","India",54302,,,30.3685,75.8679,false,
"Sidhi","India",54242,,,24.4038,81.8795,false,
"Wokha","India",54010,,,26.0972,94.2582,false,
"Kalna","India",53964,,,23.2194,88.363,false,
"Baramati","India",53919,,,18.1517,74.5777,false,
"Kandukur","India",53662,,,15.2154,79.9039,false,
"Sunam","India",53647,,,30.1288,75.7994,false,
"Gaddi Annaram","India",53622,,,17.3669,78.5242,false,
"Sattenapalle","India",53603,,,16.3938,80.1522,false,
"Hiriyur","India",53519,,,13.9445,76.6172,false,
"Challakere","India",53506,,,14.318,76.6516,false,
"Rampur Hat","India",53468,,,24.1774,87.7828,false,
"Masaurhi Buzurg","India",53440,,,25.3542,85.032,false,
"Nuzvid","India",53391,,,16.7885,80.8459,false,
"Shajapur","India",53346,,,23.4264,76.2777,false,
"Puttur","India",53331,,,12.7598,75.2017,false,
"Kasaragod","India",53309,,,12.4984,74.9896,false,
"Ajodhya","India",53293,,,26.7991,82.2047,false,
"Mubarakpur","India",53263,,,26.0887,83.2909,false,
"Phaltan","India",53202,,,17.9911,74.4318,false,
"Sandila","India",53182,,,27.0699,80.515,false,
"Lohardaga","India",53032,,,23.4331,84.6799,false,
"Deolali","India",52958,,,19.944,73.8344,false,
"Shahabad","India",52952,,,17.1307,76.9436,false,
"Bobbili","India",52843,,,18.5737,83.3593,false,
"Chikhli","India",52841,,,20.3505,76.2577,false,
"Konch","India",52773,,,25.9945,79.1513,false,
"Lunglei","India",52728,,,22.8925,92.7422,false,
"Pithapuram","India",52709,,,17.1168,82.2528,false,
"Amalapuram","India",52690,,,16.5787,82.0061,false,
"Tuni","India",52658,,,17.3591,82.5461,false,
"Sihor","India",52603,,,21.7113,71.9618,false,
"Diglur","India",52596,,,18.5483,77.577,false,
"Barbil","India",52586,,,22.1019,85.3775,false,
"Biswan","India",52516,,,27.4958,80.9962,false,
"Kosi","India",52492,,,27.7945,77.4368,false,
"Ropar","India",52313,,,30.969,76.5269,false,
"Dandeli","India",52295,,,15.2667,74.6167,false,
"Parvatipuram","India",52085,,,18.7839,83.4257,false,
"Arcot","India",51943,,,12.9057,79.319,false,
"Jhalawar","India",51884,,,24.5963,76.165,false,
"Petlad","India",51819,,,22.4768,72.7999,false,
"Umred","India",51794,,,20.854,79.3247,false,
"Bhatapara","India",51751,,,21.735,81.9471,false,
"Kaliyaganj","India",51748,,,25.6344,88.3267,false,
"Nasirabad","India",51747,,,26.3047,74.7336,false,
"Idappadi","India",51642,,,11.5862,77.8389,false,
"Gohadi","India",51635,,,26.4328,78.442,false,
"Khagaul","India",51577,,,25.579,85.0456,false,
"Chiplun","India",51437,,,17.5334,73.5094,false,
"Changanacheri","India",51430,,,9.44203,76.536,false,
"Ramnagar","India",51244,,,29.3925,79.1283,false,
"Sillod","India",51042,,,20.303,75.6528,false,
"Macherla","India",51039,,,16.4764,79.4353,false,
"Tundla","India",50939,,,27.2146,78.2368,false,
"Mannarakkat","India",50921,,,10.9922,76.4642,false,
"Goalpara","India",50759,,,26.1767,90.6263,false,
"Kankanhalli","India",50752,,,12.5465,77.4201,false,
"Madhupur","India",50671,,,24.2742,86.6393,false,
"Madhipura","India",50570,,,25.9213,86.7927,false,
"Charkhi Dadri","India",50558,,,28.5917,76.2716,false,
"Dumraon","India",50524,,,25.5527,84.1515,false,
"Mahasamund","India",50441,,,21.1074,82.0948,false,
"Gajraula","India",50380,,,28.8457,78.2396,false,
"Abu Road","India",50262,,,24.4801,72.7819,false,
"Nanjangud","India",50243,,,12.1176,76.684,false,
"Salur","India",50206,,,18.5172,83.2055,false,
"Bhongir","India",50094,,,17.5154,78.8856,false,
"Aonla","India",50011,,,28.274,79.1652,false,
"Khagaria","India",49982,,,25.5022,86.4671,false,
"Dhampur","India",49973,,,29.3088,78.5108,false,
"Sardhana","India",49857,,,29.1455,77.6143,false,
"Didwana","India",49852,,,27.401,74.5754,false,
"Jalor","India",49682,,,25.3456,72.6156,false,
"Rajgarh","India",49583,,,28.642,75.3861,false,
"Barh","India",49557,,,25.4834,85.7093,false,
"Baduria","India",49547,,,22.7443,88.7866,false,
"Shorapur","India",49501,,,16.521,76.7574,false,
"Jugsalai","India",49410,,,22.7767,86.1835,false,
"Kizhake Chalakudi","India",49330,,,10.3007,76.3376,false,
"Sidlaghatta","India",49114,,,13.389,77.8644,false,
"Dahanu","India",49048,,,19.9678,72.7126,false,
"Rasipuram","India",48950,,,11.4601,78.1863,false,
"Punganuru","India",48865,,,13.3667,78.5719,false,
"Mandapeta","India",48852,,,16.8625,81.9292,false,
"Poonamalle","India",48837,,,13.0489,80.1149,false,
"Barpeta","India",48824,,,26.3229,91.0063,false,
"Tamluk","India",48646,,,22.3008,87.9259,false,
"Bhabhua","India",48641,,,25.0405,83.6075,false,
"Kathua","India",48551,,,32.3694,75.5254,false,
"Nangal","India",48497,,,31.3897,76.3757,false,
"Nihtaur","India",48389,,,29.3242,78.3872,false,
"Lachhmangarh Sikar","India",48142,,,27.8229,75.0275,false,
"Tiruvallur","India",48095,,,13.1438,79.9089,false,
"Sri Dungargarh","India",48036,,,28.0962,74.0087,false,
"Raxaul","India",47965,,,26.9798,84.8506,false,
"Siruguppa","India",47917,,,15.63,76.8922,false,
"Baruipur","India",47874,,,22.3525,88.4388,false,
"Mandvi","India",47853,,,22.8328,69.3524,false,
"Majalgaon","India",47845,,,19.1599,76.2083,false,
"Warud","India",47817,,,21.471,78.2697,false,
"Wankaner","India",47814,,,22.612,70.9438,false,
"Churachandpur","India",47774,,,24.3335,93.67,false,
"Dumka","India",47663,,,24.2678,87.2486,false,
"Talegaon Dabhade","India",47653,,,18.735,73.6756,false,
"Hunsur","India",47644,,,12.3036,76.2927,false,
"Pithoragarh","India",47571,,,29.5835,80.2095,false,
"Jangaon","India",47558,,,17.726,79.1524,false,
"Atrauli","India",47512,,,28.0296,78.2857,false,
"Narsimhapur","India",47511,,,22.9494,79.1836,false,
"Mulbagal","India",47462,,,13.1635,78.3935,false,
"Mudhol","India",47427,,,16.3335,75.2831,false,
"Gudalur","India",47419,,,9.67826,77.2495,false,
"Barwani","India",47343,,,22.0323,74.8998,false,
"Punalur","India",47263,,,9.01956,76.9226,false,
"Padrauna","India",47181,,,26.904,83.9809,false,
"Gumia","India",47121,,,23.7975,85.8252,false,
"Bail-Hongal","India",47063,,,15.8137,74.8589,false,
"Shujalpur","India",47058,,,23.4067,76.7098,false,
"Jaisingpur","India",46942,,,16.7764,74.5536,false,
"Chatra","India",46844,,,24.2064,84.8708,false,
"Pachora","India",46823,,,20.6673,75.3531,false,
"Patancheru","India",46821,,,17.5333,78.2645,false,
"Panna","India",46791,,,24.7209,80.1877,false,
"Phalodi","India",46788,,,27.131,72.3683,false,
"Yeola","India",46762,,,20.0424,74.4894,false,
"Sheikhpura","India",46718,,,25.1399,85.841,false,
"Gulaothi","India",46647,,,28.5894,77.7932,false,
"Seohara","India",46546,,,29.209,78.5884,false,
"Zahirabad","India",46504,,,17.6814,77.6074,false,
"Karsiyang","India",46427,,,26.8825,88.2773,false,
"Manglaur","India",46395,,,29.7909,77.8784,false,
"Gangakher","India",46366,,,18.9696,76.7495,false,
"Nohar","India",46360,,,29.1829,74.7706,false,
"Ganj Dundwara","India",46314,,,27.7331,78.9412,false,
"Nanpara","India",46280,,,27.8646,81.5004,false,
"Atarra","India",46168,,,25.2862,80.5715,false,
"Teghra","India",46160,,,25.4904,85.94,false,
"Bhaisa","India",46120,,,19.1129,77.9634,false,
"Dondaicha","India",46018,,,21.3236,74.568,false,
"Vite","India",45973,,,17.2734,74.5379,false,
"Peddapuram","India",45967,,,17.077,82.1384,false,
"Mahmudabad","India",45921,,,27.2919,81.1178,false,
"Pakur","India",45840,,,24.6392,87.8424,false,
"Nayudupet","India",45769,,,13.9074,79.8947,false,
